200 4
-7.759388434740993 8.527133014051996 4.0541544242950724
3.3353292356140756 -8.869790759129195 -3.8823904585108435
1.3880207615670144 -7.767769959581387 -4.154069039310294
7.933753217782561 -1.8163345699099642 1.4240284678797297
1.710948144532718 -8.266989868987658 -3.2259901986757433
-6.024215794447272 7.989360033481188 1.3191162843646391
-8.08555714343201 8.416026932588705 0.07478258623165512
-9.146891864033886 9.239490576002694 1.749065811482116
1.4504213839087678 -7.068669464294579 -3.013297170732498
4.254212505016477 -1.7123041597578594 2.7600296752489593
5.700488383798378 -2.7093528428050497 0.9199666009863867
2.6133917868433456 -7.9656769392566655 -3.2866203287443834
8.295644408329348 4.070461740618674 6.988323858428025
-5.6729652077128705 9.533560620595008 1.359726649607603
-8.46782437009638 8.282214798055868 3.8471738150741013
-6.9113140819028605 8.309385214604013 3.352053789340645
1.5030620262277616 -8.218890512968882 -3.881621814644664
7.3613311680448135 -3.699598729046322 1.365798858183394
9.892524245805713 4.750217580060657 6.771139260313646
9.26511722200263 4.466816144999231 7.427094270324329
0.37886044161902066 -8.80051891335394 -2.5966837392119597
3.0667464417636268 -0.5725902994733839 0.8867052344652552
2.9484325771453777 -0.8006649258493665 3.254217420368788
6.0458001941613775 -1.848374268987805 2.1114527298035477
2.4494787550962274 -7.8457342408931545 -3.7238685017850877
1.9275308193002834 -8.119435408210382 -3.4827388859801256
8.12414003805843 5.240052027273302 8.02682782907728
9.55748643194444 2.501911298758672 6.272251761792394
-6.917998260767802 8.736200525701861 1.786048634233541
-7.46893156815001 9.239644928700713 1.9910625679917455
4.655812564085483 -2.517695779512736 1.7661534173727178
3.247877880867363 -7.538236734103232 -2.4626957574013426
3.624870874210783 -2.042635868980709 2.31895552424497
0.07856903389402392 -9.240380280858993 -4.415662950721355
0.8630454481684371 -8.853995351934167 -4.237785611552528
7.215894782141644 4.112728872081143 5.435058824519815
1.3420584735118837 -8.620071313720741 -3.063181992333109
4.2450137533731525 -0.2465672909452331 0.8680356676660672
5.713946937505371 -3.41813379256876 -0.9959594440358917
2.7780153735279405 -1.9602319323634498 1.9962198382406586
6.409848214594017 -0.6813207517550111 2.2180199107642222
6.4459867515342015 -1.5924111168094148 1.1235531250505633
2.999165510852598 -7.280352500922211 -2.609601797548932
3.8931996848945563 -0.7684048675755529 -0.4313031669201235
7.9010647755563985 -0.8976893688548486 1.1868078999157117
10.031967038407725 4.783288435623667 6.775787852072402
8.885932474005353 6.996366622742185 6.208364381142449
10.090702687192824 5.9863952024498674 4.687769358703431
-8.887312955314421 9.034712977186077 3.166995183793984
4.2942714942517135 -1.9807573827963898 1.434371557344091
-7.977410354235927 8.24629789407913 2.2714426444051696
10.33489564530021 5.326827330470987 5.710540178116412
4.724468946823384 0.10425421977771498 -0.31432555661737194
3.229167275536308 -2.1789755432721627 1.858292382628528
7.168954320172506 -2.59975758495847 2.108911874592637
-8.520852745129307 9.813078886099323 1.739430191666701
6.218131867816916 -2.833220925761059 1.7845847719360521
5.052082584124725 -0.3364309225611619 0.17895190630673052
8.685147951201229 5.31797711376544 6.818369730736213
9.677992644343242 5.2256845683732 5.2228498769505824
1.080121226135943 -8.67173091771702 -3.695818968373259
7.677262637830795 -3.8030745092221365 1.234098848753188
8.760113480951585 4.311434030189137 3.8482971817102394
3.1255016004405567 0.0711567737739045 -0.6601867657947271
8.563451808151722 4.330206735567951 6.9216063335470075
6.125582057199404 -1.7081027875933263 0.31357714066241915
3.249687223769437 -9.041290438671076 -3.8737196693927407
8.305424553326977 -1.7007759395741835 1.186617220165336
-7.418473489072746 8.237220458088661 2.8162755176469267
1.6908444491316568 -7.568694155165836 -4.284265906939952
5.541734907715162 -3.5681280099409873 1.3470918628158346
3.668470248453615 0.3609314126588843 1.3424397732839786
4.660624253601131 -0.46245045965628573 1.0427972362330276
4.488939864463179 0.04490875359761448 0.3907735459053777
6.733120564570301 -3.7244312739403123 2.0905339176319706
-7.004602434919612 6.927852650498346 2.8574659569335012
2.5498502123644338 -7.741529066524195 -2.6559311175581986
3.2697907379652507 -5.141869726177708 -3.6064050180473357
10.300782466442076 3.7366282077231427 5.229642123541483
7.417814797699413 4.232327206214863 7.5020788177393545
-6.443163649091744 9.031842450635358 2.3484632978120668
8.977632052035027 4.186943793005658 7.901923984996699
1.7393024035845925 -2.9940529548578603 2.009002501133237
9.379839528304018 -1.7609704432211861 1.6887185421788458
8.586080168034552 5.040396307763185 6.8105455042741205
5.99191542739123 -1.5752693555350685 2.6071898074064364
6.5642704085087065 -2.303483037257014 1.2596349783822116
0.9036381294458882 -9.363319381152927 -4.635301902194987
2.501996113765601 -0.6426026463280363 0.49390894836607435
3.361652734221301 0.40074926448014114 0.5468371767015295
5.78271882285408 -4.736673163056523 -1.3407219912911525
-8.335382309197284 9.581978879376223 2.7765880880462324
8.152255009697864 -3.8391268743370173 2.0644077460959815
7.992576352627365 5.2624990370852265 5.590947736235565
8.349627618325119 4.182463524563978 7.700615706771745
0.95027221730861 -8.683366517067466 -3.3059253827065183
8.73801526960418 5.233854913434129 4.835211398349923
8.188207036167263 6.429984770867251 6.8495190255112135
1.771873377064738 -7.017395911825984 -4.6385655087790285
8.372179169358542 -3.035970326579114 1.3255995663320346
7.403591330943121 -2.2119773737152575 1.0771735707955608
7.594025452519159 -2.7608424790477883 2.552397255054542
-7.960798796241039 8.835729989773457 1.2440742261893067
8.57569257385046 5.4830516221120575 5.607344829851146
-8.290695846229948 7.221239265590581 1.9113810358110104
8.259775085643353 4.143572233440649 6.4235778448833765
9.024134604551293 4.3353862842296 5.786548504854475
10.398679998980123 4.19797414099181 6.759896137016736
7.867541258889824 4.9575265297099875 6.31303913092881
11.686125300249842 4.729046909069954 6.067887733241331
2.370559504916339 -2.2383994167774364 1.7728333557676468
2.311575063458204 -9.856642009839705 -2.7455631320175518
5.833802530177574 -1.723499608162597 1.02235743181342
-0.293011969941813 -8.196292267374751 -4.517711696929464
7.226382972656749 -2.7140679590197774 -0.37219270966210716
7.7724685316194915 -3.8399023464527478 1.6425794037650312
2.976204611947198 -7.806718450483364 -3.27390995159073
8.970518198060562 3.3140016045643845 6.633006279259918
6.969141598631185 -2.6336438461734555 1.8596223012515947
8.790470849800993 -1.8492770218531525 2.0869696078704725
-9.255081614934168 8.702375604202912 1.939610359576989
1.762284159081169 -1.3324812220732494 0.52429011394456
-8.680999260361395 6.213409415092561 2.0217023311485147
3.485775366322042 -3.173273737831299 2.7746703329106897
2.488904623562239 -7.047857683637538 -3.6382462282458983
11.72022964672577 5.9931876040542935 6.613044418132829
2.9721654483681217 -7.158331736286909 -3.283379648405933
2.494164007435163 -9.984961042455268 -3.8045789916852164
7.671479556885181 2.3118673198297213 6.4137194323588265
-6.969267261728056 8.276725149868016 1.5711313428108409
2.263446108599045 -1.426568100456293 0.9463459980425263
2.8377677016825498 -8.647672275336848 -1.3904763203465227
-10.077467595409054 9.344695784236999 3.4102995439928128
